"OriginalAddress1","PermitNum","PermitClass","PermitClassMapped","PermitTypeDesc","Description","HousingUnits","HousingUnitsRemoved","HousingUnitsAdded","AppliedDate","EstProjectCost","IssuedDate","ExpiresDate","StatusCurrent","OriginalCity","OriginalState","OriginalZip","ContractorCompanyName","Link","Latitude","Longitude","Location1"
"2222 SW BARTON ST","6545065-CN","Multifamily","Residential","New","Establish use and construct new apartment building and occupy per plan.","66","0","66","2017 Oct 20 12:00:00 AM","4,222,297","2019 May 18 12:00:00 AM","2026 Nov 18 12:00:00 AM","Issued","SEATTLE","WA","98106",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6545065-CN","47.52121444","-122.36318247","POINT (-122.36318247 47.52121444)"
"2950 S DAKOTA ST","6450812-CN","Commercial","Non-Residential","New","Establish use as apartments  construct apartment building and occupy  per plans.","80","0","80","2017 Jun 30 12:00:00 AM","5,613,265","2019 Nov 27 12:00:00 AM","2025 Nov 27 12:00:00 AM","Issued","SEATTLE","WA","98108","Petra","https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6450812-CN","47.56658387","-122.29657061","POINT (-122.29657061 47.56658387)"
"8016 RIDGE DR NE","6534288-CN","Single Family/Duplex","Residential","New","Establish use as and construct new single family residence with attached garage (existing basement to remain)  per plan.","1","0","1","2016 Jul 07 12:00:00 AM","366,674","2016 Oct 17 12:00:00 AM","2019 Oct 17 12:00:00 AM","Issued","SEATTLE","WA","98115",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6534288-CN","47.68668671","-122.27499613","POINT (-122.27499613 47.68668671)"
"3412 AIRPORT WAY S","6543101-CN","Commercial","Non-Residential","New","Construct car dealership and occupy  per plan.","0","0","0","2017 Jan 25 12:00:00 AM","2,955,538","2017 Oct 11 12:00:00 AM","2026 Sep 30 12:00:00 AM","Issued","SEATTLE","WA","98134",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6543101-CN","47.57271129","-122.32203385","POINT (-122.32203385 47.57271129)"
"1109 N 92ND ST","6537055-CN","Multifamily","Residential","New","Establish use as and construct a multi-family building (SEDU's)  occupy per plan.","23","0","23","2016 Aug 23 12:00:00 AM","1,546,063","2017 Oct 19 12:00:00 AM","2026 Oct 19 12:00:00 AM","Issued","SEATTLE","WA","98103","Primarius Elevator","https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6537055-CN","47.69545824","-122.34372181","POINT (-122.34372181 47.69545824)"
"5606 2ND AVE S","6539199-CN","Commercial","Non-Residential","New","Construct accessory structure to establish office use to an existing single family residence  per plan.","0","0","0","2017 May 12 12:00:00 AM","43,071","2017 Sep 06 12:00:00 AM","2019 Mar 06 12:00:00 AM","Issued","SEATTLE","WA","98108",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6539199-CN","47.55247222","-122.3321758","POINT (-122.3321758 47.55247222)"
"9030 35TH AVE SW","6534329-CN","Multifamily","Residential","New","Establish use as and construct a mixed-use structure with attached parking  occupy per plan.","44","0","44","2017 May 04 12:00:00 AM","5,038,605","2020 Apr 20 12:00:00 AM","2026 Apr 20 12:00:00 AM","Issued","SEATTLE","WA","98126",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6534329-CN","47.5219026","-122.37638435","POINT (-122.37638435 47.5219026)"
"901 W MCGRAW ST","6569113-CN","Commercial","Non-Residential","New","Construct Shoring and Clearing and Grading for new townhouse structure  per plan.","0","0","0","2016 Dec 27 12:00:00 AM","550,000","2017 Jan 12 12:00:00 AM","2020 Jan 12 12:00:00 AM","Issued","SEATTLE","WA","98119",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6569113-CN","47.63945862","-122.36929512","POINT (-122.36929512 47.63945862)"
"3020 B 4TH AVE W","6569236-CN","Single Family/Duplex","Residential","New","Establish use as and construct a single-family residence and exterior alterations to existing single family residence  per plan.","1","0","1","2017 Mar 15 12:00:00 AM","305,903","2018 Oct 18 12:00:00 AM","2020 Apr 18 12:00:00 AM","Issued","SEATTLE","WA","98119",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6569236-CN","47.64732726","-122.36166619","POINT (-122.36166619 47.64732726)"
"1725 TAYLOR AVE N","6464485-CN","Single Family/Duplex","Residential","New","Establish use as rowhouse and construct two-family dwelling with attached garage  per plan (updated to 2018 codes with renewal 6464485-CN-007)","2","0","2","2015 Aug 04 12:00:00 AM","307,821","2021 Mar 12 12:00:00 AM","2027 Mar 12 12:00:00 AM","Issued","SEATTLE","WA","98109",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6464485-CN","47.63439192","-122.34722198","POINT (-122.34722198 47.63439192)"
"919 W MCGRAW ST","6570515-CN","Multifamily","Residential","New","Construct a 2 unit townhouse building (Building H) with attached garage  per plans.","2","0","2","2017 Apr 13 12:00:00 AM","526,834","2018 Apr 17 12:00:00 AM","2019 Oct 17 12:00:00 AM","Issued","SEATTLE","WA","98119",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6570515-CN","47.63921286","-122.36952368","POINT (-122.36952368 47.63921286)"
"811 S WARSAW ST","6550274-CN","Single Family/Duplex","Residential","New","Construct new single family residence #1 to the North  per plan. (Establish use as and construct two new single family residences  per plan. Review and process for two A/P's under 6550274).","1","0","1","2017 Mar 16 12:00:00 AM","232,210","2018 Mar 29 12:00:00 AM","2027 Mar 29 12:00:00 AM","Issued","SEATTLE","WA","98108",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6550274-CN","47.54424664","-122.3219694","POINT (-122.3219694 47.54424664)"
"640 S RIVERSIDE DR","6572385-CN","Commercial","Non-Residential","New","Construct new storm water flood control pump station  occupy per plan.","0","0","0","2016 Dec 29 12:00:00 AM","10,013,500","2020 Mar 04 12:00:00 AM","2024 Dec 30 12:00:00 AM","Issued","SEATTLE","WA","98108","Prospect Construction","https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6572385-CN","47.53457786","-122.32560949","POINT (-122.32560949 47.53457786)"
"717 S ROSE ST","6545940-CN","Single Family/Duplex","Residential","New","Establish use as and construct new single family residence and an attached accessory dwelling unit  per plan.","2","0","2","2016 Nov 03 12:00:00 AM","405,207","2018 Mar 08 12:00:00 AM","2019 Sep 08 12:00:00 AM","Issued","SEATTLE","WA","98108",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6545940-CN","47.52884812","-122.32474556","POINT (-122.32474556 47.52884812)"
"3039 SW AVALON WAY","6574894-CN","Multifamily","Residential","New","Construct a multifamily structure with below grade parking  occupy per plan.","71","0","71","2017 May 12 12:00:00 AM","6,653,671","2022 Aug 31 12:00:00 AM","2027 Feb 28 12:00:00 AM","Issued","SEATTLE","WA","98126",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6574894-CN","47.56578036","-122.37158138","POINT (-122.37158138 47.56578036)"
"614 13TH AVE E","6551761-CN","Multifamily","Residential","New","Construct new apartment building  occupy per plan.","20","0","20","2017 Apr 19 12:00:00 AM","1,953,343","2019 Oct 23 12:00:00 AM","2027 Apr 23 12:00:00 AM","Issued","SEATTLE","WA","98102","JOHN RICHARDS","https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6551761-CN","47.62471843","-122.31537716","POINT (-122.31537716 47.62471843)"
"7307 7TH AVE SW","6561105-CN","Single Family/Duplex","Residential","New","Establish use a single family residence and construct one family dwelling  per plans.","1","0","1","2017 Aug 24 12:00:00 AM","364,243","2018 Jun 18 12:00:00 AM","2019 Dec 18 12:00:00 AM","Issued","SEATTLE","WA","98106","SEATTLE CUSTOM CONTRACTORS LLC","https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6561105-CN","47.53654106","-122.34485788","POINT (-122.34485788 47.53654106)"
"2101 NE 88TH ST","6575774-CN","Multifamily","Residential","New","3/15/21 REM: Expiration date extended to 4/23/21 to allow for completion of site work.  Construct bldg  A  per plans. (Establish use as and construct townhouse buildings and site work including retaining walls  per plans. Reviews and processing for 18 A/P's under 6575774)","4","0","4","2017 Apr 07 12:00:00 AM","921,076","2018 Feb 13 12:00:00 AM","2021 Apr 30 12:00:00 AM","Issued","SEATTLE","WA","98115",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6575774-CN","47.69198768","-122.30559373","POINT (-122.30559373 47.69198768)"
"1716 1ST AVE N","6553281-CN","Single Family/Duplex","Residential","New","Establish use as and construct new single family residence with attached garage  per plan","1","0","1","2016 Nov 30 12:00:00 AM","536,216","2023 Apr 05 12:00:00 AM","2026 Apr 05 12:00:00 AM","Issued","SEATTLE","WA","98109",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6553281-CN","47.63459405","-122.35541572","POINT (-122.35541572 47.63459405)"
"2138 10TH AVE W","6569118-CN","Commercial","Non-Residential","New","Construct Shoring and Clearing and Grading for new townhouse structure  per plan.","0","0","0","2016 Dec 12 12:00:00 AM","1,000","2017 Jan 12 12:00:00 AM","2020 Jan 12 12:00:00 AM","Issued","SEATTLE","WA","98119",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6569118-CN","47.63847151","-122.36953475","POINT (-122.36953475 47.63847151)"
"4024 M L KING JR WAY S","6559286-CN","Single Family/Duplex","Residential","New","Establish use as townhouse and construct new duplex with surface parking  per plan.","2","0","2","2017 Feb 10 12:00:00 AM","189,200","2017 Sep 07 12:00:00 AM","2019 Mar 07 12:00:00 AM","Issued","SEATTLE","WA","98108",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6559286-CN","47.5672736","-122.29632817","POINT (-122.29632817 47.5672736)"
"5632 NE 55TH ST","6570481-CN","Single Family/Duplex","Residential","New","Construct new single family residence  per plan.","1","0","1","2017 Jun 07 12:00:00 AM","738,711","2018 Jan 03 12:00:00 AM","2019 Jul 03 12:00:00 AM","Issued","SEATTLE","WA","98105",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6570481-CN","47.66876206","-122.26474959","POINT (-122.26474959 47.66876206)"
"7200 EAST MARGINAL WAY S","6587286-CN","Commercial","Non-Residential","New","Construct a canopy accessory to an existing gas station  per plans.","0","0","0","2017 Jun 08 12:00:00 AM","27,917","2018 Aug 08 12:00:00 AM","2020 Feb 08 12:00:00 AM","Issued","SEATTLE","WA","98108",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6587286-CN","47.53880882","-122.31991222","POINT (-122.31991222 47.53880882)"
"2300 6TH AVE","6566754-CN","Multifamily","Residential","New","Shoring and Excavation for construction of a residential and retail building with below grade parking  per plan.","0","0","0","2016 Nov 30 12:00:00 AM","1,800,000","2019 Mar 29 12:00:00 AM","2026 Sep 29 12:00:00 AM","Issued","SEATTLE","WA","98121",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6566754-CN","47.61704294","-122.34212991","POINT (-122.34212991 47.61704294)"
"1900 S MAIN ST","6566978-CN","Commercial","Non-Residential","New","Construction of restroom and mechanical building for existing Pratt Spray Park  per plan.","0","0","0","2018 Mar 05 12:00:00 AM","72,793","2019 Mar 04 12:00:00 AM","2026 Sep 04 12:00:00 AM","Issued","SEATTLE","WA","98144","SEATTLE PARKS DEPT","https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6566978-CN","47.60029538","-122.30752393","POINT (-122.30752393 47.60029538)"
"2142 10TH AVE W","6569117-CN","Commercial","Non-Residential","New","Construct Shoring and Clearing and Grading for new townhouse structure  per plan.","0","0","0","2016 Dec 12 12:00:00 AM","1,000","2017 Jan 12 12:00:00 AM","2020 Jan 12 12:00:00 AM","Issued","SEATTLE","WA","98119",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6569117-CN","47.63873152","-122.3700526","POINT (-122.3700526 47.63873152)"
"221 23RD AVE E","6577849-CN","Multifamily","Residential","New","Establish use as apartment and construct new multifamily building  occupy per plan","9","0","9","2017 Jun 13 12:00:00 AM","650,787","2018 May 11 12:00:00 AM","2027 May 11 12:00:00 AM","Issued","SEATTLE","WA","98112",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6577849-CN","47.62089666","-122.302855","POINT (-122.302855 47.62089666)"
"10540 GREENWOOD AVE N","6575534-CN","Commercial","Non-Residential","New","Construction of residential and retail building with below grade parking and occupy  per plan.","63","0","63","2017 Jul 05 12:00:00 AM","6,574,521","2021 Jan 14 12:00:00 AM","2027 Jan 14 12:00:00 AM","Issued","SEATTLE","WA","98133","Forza Homes Inc.","https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6575534-CN","47.7062114","-122.35498804","POINT (-122.35498804 47.7062114)"
"1546 NW 62ND ST","6483373-CN","Single Family/Duplex","Residential","New","Establish use as rowhouse and construct new duplex with surface parking  per plan.","2","0","2","2015 Aug 03 12:00:00 AM","387,938","2016 Oct 10 12:00:00 AM","2019 Oct 10 12:00:00 AM","Issued","SEATTLE","WA","98107",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6483373-CN","47.67402447","-122.37832579","POINT (-122.37832579 47.67402447)"
"2539 39TH AVE E","6573036-CN","Single Family/Duplex","Residential","New","Establish use as and construct new single-family residence with detached garage  per plan.","1","0","1","2017 Dec 05 12:00:00 AM","825,365","2022 Oct 31 12:00:00 AM","2027 Apr 30 12:00:00 AM","Issued","SEATTLE","WA","98112","MARC AND KELLY RUDD","https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6573036-CN","47.64222617","-122.28305713","POINT (-122.28305713 47.64222617)"
"800 NE 64TH ST","6588985-CN","Multifamily","Residential","New","Establish use as and construct new apartment building  occupy per plan.","26","0","26","2018 Mar 07 12:00:00 AM","1,144,450","2019 Apr 24 12:00:00 AM","2026 Oct 24 12:00:00 AM","Issued","SEATTLE","WA","98115",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6588985-CN","47.67516244","-122.31977738","POINT (-122.31977738 47.67516244)"
"2716 S ELMWOOD PL","6586146-CN","Single Family/Duplex","Residential","New","Establish use as and construct a single-family home with an attached accessory dwelling unit  per plans.","1","0","1","2017 Nov 25 12:00:00 AM","322,536","2019 Oct 31 12:00:00 AM","2027 Apr 30 12:00:00 AM","Issued","SEATTLE","WA","98144",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6586146-CN","47.59277476","-122.29711832","POINT (-122.29711832 47.59277476)"
"7900 GREEN LAKE DR N","6585647-CN","Multifamily","Residential","New","Construct row house building with surface parking  per plan.","5","0","5","2017 Sep 11 12:00:00 AM","1,284,728","2019 Jun 06 12:00:00 AM","2023 Dec 06 12:00:00 AM","Issued","SEATTLE","WA","98103",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6585647-CN","47.686498","-122.33930249","POINT (-122.33930249 47.686498)"
"216 10TH AVE","6587937-CN","Multifamily","Residential","New","Establish use as apartment and construct a new multifamily building  occupy per plan.  Mechanical included","168","0","168","2021 Jan 15 12:00:00 AM","12,161,522","2025 Sep 04 12:00:00 AM","2027 Mar 04 12:00:00 AM","Issued","SEATTLE","WA","98122",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6587937-CN","47.60407509","-122.31918355","POINT (-122.31918355 47.60407509)"
"1227 LEXINGTON WAY E","6589337-CN","Single Family/Duplex","Residential","New","Establish use as and construct a single-family residence maintain a portion of existing foundation and structure  per plans","1","0","1","2018 Jan 12 12:00:00 AM","826,868","2018 Apr 19 12:00:00 AM","2019 Oct 19 12:00:00 AM","Issued","SEATTLE","WA","98112",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6589337-CN","47.63060459","-122.28866146","POINT (-122.28866146 47.63060459)"
